256	1536	0	464	1517	226
512	1536	0	618	1517	226
768	1536	0	823	1520	226
1024	1536	0	1047	1523	240
1280	1536	0	1282	1526	240
1536	1536	0	1519	1532	240
1792	1536	0	1759	1538	254
2048	1536	0	2001	1545	254
2303	1536	0	2243	1553	266
2559	1536	0	2487	1563	278
2815	1536	0	2731	1573	289
3071	1536	0	2976	1584	300
3327	1536	0	3221	1597	310
3583	1536	0	3466	1611	320
3839	1536	0	3712	1626	329
4095	1536	0	3958	1643	339
0	1792	0	476	1769	266
256	1792	0	522	1770	266
512	1792	0	665	1770	266
768	1792	0	856	1773	266
1024	1792	0	1071	1775	266
1280	1792	0	1300	1778	278
1536	1792	0	1534	1783	278
1792	1792	0	1771	1787	289
2048	1792	0	2011	1794	289
2303	1792	0	2252	1800	300
2559	1792	0	2495	1808	310
2815	1792	0	2739	1817	320
3071	1792	0	2983	1826	320
3327	1792	0	3227	1837	339
3583	1792	0	3472	1849	347
3839	1792	0	3717	1862	356
4095	1792	0	3962	1876	365
0	2048	0	543	2022	300
256	2048	0	582	2022	300
512	2048	0	711	2023	300
768	2048	0	891	2024	310
1024	2048	0	1100	2026	310
1280	2048	0	1321	2029	310
1536	2048	0	1551	2033	320
1792	2048	0	1786	2037	320
2048	2048	0	2025	2042	329
2303	2048	0	2264	2048	329
2559	2048	0	2505	2056	339
2815	2048	0	2748	2063	347
3071	2048	0	2991	2071	356
3327	2048	0	3234	2080	365
3583	2048	0	3479	2091	373
3839	2048	0	3724	2102	381
4095	2048	0	3968	2113	396
0	2303	0	610	2274	339
256	2303	0	644	2274	339
512	2303	0	761	2275	339
768	2303	0	930	2276	347
1024	2303	0	1130	2278	347
1280	2303	0	1346	2280	347
1536	2303	0	1572	2284	347
1792	2303	0	1803	2287	356
2048	2303	0	2040	2292	365
2303	2303	0	2277	2296	365
2559	2303	0	2517	2303	373
2815	2303	0	2758	2309	381
3071	2303	0	3000	2316	388
3327	2303	0	3243	2324	396
3583	2303	0	3487	2333	403
3839	2303	0	3731	2343	411
4095	2303	0	3975	2354	425
0	2559	0	677	2527	381
256	2559	0	711	2527	381
512	2559	0	814	2528	381
768	2559	0	972	2529	381
1024	2559	0	1163	2530	381
1280	2559	0	1373	2532	388
1536	2559	0	1594	2535	388
1792	2559	0	1824	2538	388
2048	2559	0	2057	2542	396
2303	2559	0	2292	2546	403
2559	2559	0	2530	2552	403
2815	2559	0	2769	2558	411
3071	2559	0	3011	2564	418
3327	2559	0	3252	2571	425
3583	2559	0	3496	2579	438
3839	2559	0	3739	2588	445
4095	2559	0	3982	2597	451
0	2815	0	744	2780	418
256	2815	0	775	2780	418
512	2815	0	868	2780	418
768	2815	0	1017	2781	418
1024	2815	0	1200	2782	418
1280	2815	0	1405	2785	425
1536	2815	0	1621	2787	425
1792	2815	0	1845	2790	432
2048	2815	0	2075	2793	432
2303	2815	0	2308	2798	438
2559	2815	0	2545	2802	445
2815	2815	0	2783	2808	445
3071	2815	0	3023	2813	451
3327	2815	0	3264	2820	458
3583	2815	0	3505	2827	470
3839	2815	0	3748	2834	476
4095	2815	0	3991	2842	482
0	3071	0	814	3032	458
256	3071	0	838	3033	458
512	3071	0	927	3033	458
768	3071	0	1066	3034	458
1024	3071	0	1241	3035	458
1280	3071	0	1437	3037	458
1536	3071	0	1648	3039	464
1792	3071	0	1869	3042	464
2048	3071	0	2096	3045	470
2303	3071	0	2326	3048	470
2559	3071	0	2561	3053	476
2815	3071	0	2798	3057	482
3071	3071	0	3036	3062	488
3327	3071	0	3276	3068	494
3583	3071	0	3516	3075	499
3839	3071	0	3758	3082	511
4095	3071	0	4001	3089	516
0	3327	0	880	3285	494
256	3327	0	905	3285	494
512	3327	0	985	3286	494
768	3327	0	1115	3286	494
1024	3327	0	1282	3288	494
1280	3327	0	1472	3289	499
1536	3327	0	1678	3291	499
1792	3327	0	1895	3294	499
2048	3327	0	2119	3296	505
2303	3327	0	2347	3300	511
2559	3327	0	2578	3304	511
2815	3327	0	2813	3308	516
3071	3327	0	3051	3313	522
3327	3327	0	3289	3318	527
3583	3327	0	3529	3323	537
3839	3327	0	3770	3330	543
4095	3327	0	4011	3337	548
0	3583	0	949	3538	532
256	3583	0	969	3538	532
512	3583	0	1045	3538	532
768	3583	0	1168	3539	532
1024	3583	0	1327	3540	532
1280	3583	0	1510	3541	532
1536	3583	0	1710	3544	537
1792	3583	0	1923	3546	537
2048	3583	0	2143	3548	543
2303	3583	0	2368	3551	548
2559	3583	0	2598	3555	548
2815	3583	0	2831	3559	553
3071	3583	0	3066	3563	558
3327	3583	0	3304	3568	563
3583	3583	0	3542	3573	568
3839	3583	0	3782	3579	577
4095	3583	0	4022	3585	582
0	3839	0	1017	3791	568
256	3839	0	1036	3791	568
512	3839	0	1106	3791	568
768	3839	0	1221	3792	568
1024	3839	0	1371	3793	572
1280	3839	0	1550	3794	572
